fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,density,pH,sulphates,alcohol,Wine color,quality
7.9,0.21,0.4,1.2,0.039,38.0,0.992,3.21,0.54,10.8,White,good
5.9,0.32,0.26,1.5,0.057,17.0,0.9917,3.24,0.36,10.7,White,bad
7.1,0.36,0.24,1.8,0.025,32.0,0.9903,3.34,0.59,12.8,White,good
6.3,0.33,0.2,17.9,0.066,36.0,0.9991,3.14,0.51,8.8,White,bad
7.8,0.5,0.12,1.8,0.178,6.0,0.996,3.28,0.87,9.8,Red,good
6.5,0.28,0.34,9.9,0.038,30.0,0.9954,3.11,0.44,9.8,White,bad
7.9,0.2,0.39,1.0,0.041,37.0,0.99093,3.08,0.43,11.9,White,bad
7.2,0.32,0.47,5.1,0.044,19.0,0.991,3.03,0.41,12.6,White,bad
6.0,0.24,0.41,1.3,0.036,42.0,0.99018,3.04,0.64,11.75,White,good
6.9,0.33,0.28,1.3,0.051,37.0,0.9927,3.27,0.6,10.3,White,bad
6.8,0.39,0.31,14.35,0.043,28.0,0.9988,3.17,0.54,9.1,White,bad
7.5,0.58,0.03,4.1,0.08,27.0,0.99592,3.02,0.47,9.2,Red,bad
7.7,0.915,0.12,2.2,0.143,7.0,0.9964,3.35,0.65,10.2,Red,good
7.9,0.18,0.33,1.2,0.033,20.0,0.9922,3.12,0.38,10.5,White,good
7.1,0.18,0.26,1.3,0.041,20.0,0.9926,3.04,0.74,9.9,White,good
6.8,0.28,0.36,8.0,0.045,28.0,0.9928,3.02,0.37,11.4,White,good
6.2,0.35,0.03,1.2,0.064,29.0,0.9934,3.22,0.54,9.1,White,bad
7.2,0.33,0.34,2.0,0.044,61.0,0.98947,3.25,0.53,13.3,White,good
7.0,0.32,0.31,6.4,0.031,38.0,0.99235,3.38,0.58,12.2,White,good
7.2,0.47,0.65,8.3,0.083,27.0,0.9964,3.0,0.35,9.2,White,bad
7.2,0.39,0.63,11.0,0.044,55.0,0.9974,3.09,0.44,8.7,White,good
7.4,0.16,0.49,1.2,0.055,18.0,0.9917,3.23,0.47,11.2,White,good
6.5,0.23,0.25,17.3,0.046,15.0,0.99828,3.15,0.42,9.2,White,good
5.6,0.16,0.27,1.4,0.044,53.0,0.9918,3.28,0.37,10.1,White,good
5.6,0.245,0.32,1.1,0.047,24.0,0.9927,3.12,0.42,9.3,White,good
8.4,0.57,0.44,10.7,0.051,46.0,0.9981,3.15,0.51,10.4,White,bad
7.0,0.58,0.12,1.9,0.091,34.0,0.9956,3.44,0.48,10.5,Red,bad
5.8,0.27,0.4,1.2,0.076,47.0,0.99185,3.13,0.45,10.3,White,good
9.8,0.37,0.39,2.5,0.079,28.0,0.99729,3.16,0.59,9.8,Red,bad
5.6,0.31,0.37,1.4,0.074,12.0,0.9954,3.32,0.58,9.2,Red,bad
6.9,0.26,0.33,12.6,0.051,59.0,0.998,3.39,0.38,9.9,White,bad
10.3,0.32,0.45,6.4,0.073,5.0,0.9976,3.23,0.82,12.6,Red,good
8.0,0.16,0.36,1.5,0.033,14.0,0.9941,3.2,0.39,10.3,White,bad
6.4,0.29,0.2,15.6,0.04,20.0,0.9962,3.1,0.54,10.6,White,bad
6.5,0.37,0.3,2.2,0.033,39.0,0.98894,3.22,0.53,13.5,White,good
7.4,0.22,0.26,8.8,0.027,23.0,0.9931,2.98,0.41,11.4,White,good
6.1,0.34,0.46,4.7,0.029,21.0,0.991,3.29,0.62,12.3,White,good
6.7,0.17,0.42,10.4,0.038,85.0,0.99628,3.04,0.44,8.9,White,good
6.4,0.38,0.14,2.2,0.038,15.0,0.99514,3.44,0.65,11.1,Red,good
7.6,0.645,0.03,1.9,0.086,14.0,0.9969,3.37,0.46,10.3,Red,bad
10.9,0.32,0.52,1.8,0.132,17.0,0.99734,3.28,0.77,11.5,Red,good
6.4,0.33,0.28,4.0,0.04,24.0,0.9903,3.26,0.64,12.6,White,good
5.5,0.15,0.32,14.0,0.031,16.0,0.99437,3.26,0.38,11.5,White,good
7.7,0.6,0.06,2.0,0.079,19.0,0.99697,3.39,0.62,10.1,Red,good
4.4,0.32,0.39,4.3,0.03,31.0,0.98904,3.46,0.36,12.8,White,good
6.0,0.27,0.31,5.0,0.043,54.0,0.9924,3.28,0.52,11.0,White,good
6.0,0.24,0.28,3.95,0.038,61.0,0.99146,3.3,0.54,11.3,White,good
7.6,0.285,0.32,14.6,0.063,32.0,0.998,3.0,0.45,9.2,White,bad
6.0,0.32,0.3,7.3,0.174,46.0,0.99519,3.18,0.49,9.4,White,bad
5.9,0.25,0.24,7.4,0.044,21.0,0.99462,3.38,0.58,10.5,White,good
10.0,0.38,0.38,1.6,0.169,27.0,0.99914,3.15,0.65,8.5,Red,bad
7.8,0.25,0.34,13.7,0.044,66.0,0.99976,3.22,0.75,8.9,White,bad
6.8,0.21,0.62,6.4,0.041,7.0,0.99358,2.96,0.59,10.2,White,bad
5.2,0.185,0.22,1.0,0.03,47.0,0.99218,3.55,0.44,10.15,White,good
8.4,0.6,0.1,2.2,0.085,14.0,0.9964,3.15,0.66,9.8,Red,bad
8.8,0.2,0.43,15.0,0.053,60.0,1.0008,3.28,0.79,8.8,White,good
6.2,0.63,0.31,1.7,0.088,15.0,0.9969,3.46,0.79,9.3,Red,bad
7.6,0.665,0.1,1.5,0.066,27.0,0.99655,3.39,0.51,9.3,Red,bad
7.6,0.23,0.34,1.6,0.043,24.0,0.99305,3.12,0.7,10.4,White,bad
5.3,0.31,0.38,10.5,0.031,53.0,0.99321,3.34,0.46,11.7,White,good
10.6,0.31,0.49,2.5,0.067,6.0,0.9987,3.26,0.86,10.7,Red,good
8.5,0.17,0.49,8.8,0.048,23.0,0.9947,2.88,0.34,10.5,White,bad
6.8,0.19,0.23,5.1,0.034,71.0,0.9942,3.23,0.69,10.1,White,bad
6.3,0.39,0.22,2.8,0.048,53.0,0.99304,3.24,0.45,9.8,White,bad
7.7,0.39,0.12,1.7,0.097,19.0,0.99596,3.16,0.49,9.4,Red,bad
6.1,0.46,0.32,6.2,0.053,10.0,0.99537,3.35,0.47,10.1,White,bad
7.0,0.12,0.32,7.2,0.058,22.0,0.9966,3.29,0.38,9.2,White,good
6.7,0.24,0.37,11.3,0.043,64.0,0.99632,3.08,0.53,9.9,White,good
8.2,0.33,0.39,2.5,0.074,29.0,0.99528,3.32,0.88,12.4,Red,good
7.2,0.34,0.44,4.2,0.047,51.0,0.991,3.01,0.76,12.3,White,good
8.0,0.23,0.35,9.2,0.044,53.0,0.997,3.09,0.56,9.5,White,good
6.0,0.29,0.41,10.8,0.048,55.0,0.9937,3.09,0.59,10.9666666666667,White,good
6.8,0.3,0.33,12.8,0.041,60.0,0.99659,3.1,0.56,9.8,White,bad
7.6,0.51,0.24,2.4,0.091,8.0,0.998,3.47,0.66,9.6,Red,good
5.4,0.24,0.18,2.3,0.05,22.0,0.99207,3.24,0.46,10.3,White,bad
7.0,0.28,0.26,1.7,0.042,34.0,0.9925,3.43,0.5,10.7,White,good
6.0,0.28,0.25,1.8,0.042,8.0,0.9929,3.08,0.55,9.0,White,bad
10.6,0.34,0.49,3.2,0.078,20.0,0.9992,3.19,0.7,10.0,Red,good
6.8,0.34,0.1,1.4,0.049,29.0,0.9936,3.21,0.41,9.5,White,bad
5.5,0.29,0.3,1.1,0.022,20.0,0.98869,3.34,0.38,12.8,White,good
6.7,0.18,0.28,10.2,0.039,29.0,0.99469,3.11,0.45,10.9,White,good
7.5,0.57,0.02,2.6,0.077,11.0,0.99557,3.36,0.62,10.8,Red,good
7.8,0.15,0.24,7.7,0.047,21.0,0.9951,2.94,0.31,9.6,White,good
7.1,0.75,0.01,2.2,0.059,11.0,0.99242,3.39,0.4,12.8,Red,good
8.0,0.64,0.22,2.4,0.094,5.0,0.99612,3.37,0.58,11.0,Red,bad
8.9,0.32,0.49,1.6,0.05,17.0,0.9956,3.13,0.34,9.4,White,bad
6.3,0.21,0.29,11.7,0.048,49.0,0.99482,3.22,0.38,10.8,White,bad
6.9,0.13,0.28,13.3,0.05,47.0,0.99655,3.34,0.42,10.1,White,good
7.1,0.18,0.26,1.3,0.041,20.0,0.9926,3.04,0.74,9.9,White,good
7.7,0.12,0.32,1.4,0.06,47.0,0.9952,3.37,0.42,9.2,White,good
7.7,0.38,0.23,10.8,0.03,28.0,0.99164,2.93,0.41,13.6,White,good
6.5,0.26,0.28,12.5,0.046,80.0,0.99685,3.18,0.41,10.0,White,good
6.6,0.21,0.34,5.6,0.046,30.0,0.99299,3.22,0.38,11.0,White,bad
7.0,0.24,0.35,1.0,0.032,42.0,0.98988,3.16,0.37,11.7,White,good
6.3,0.21,0.28,1.5,0.051,46.0,0.9928,3.23,0.42,10.1,White,good
12.2,0.48,0.54,2.6,0.085,19.0,1.0,3.1,0.61,10.5,Red,good
6.3,0.28,0.22,11.5,0.036,27.0,0.99445,3.0,0.33,10.6,White,good
7.4,0.16,0.49,1.2,0.055,18.0,0.9917,3.23,0.47,11.2,White,good
8.7,0.625,0.16,2.0,0.101,13.0,0.9962,3.14,0.57,11.0,Red,bad
9.1,0.795,0.0,2.6,0.096,11.0,0.9994,3.35,0.83,9.4,Red,good
6.7,0.12,0.3,5.2,0.048,38.0,0.99352,3.33,0.44,10.1,White,good
6.4,0.38,0.26,8.2,0.043,28.0,0.99234,2.99,0.31,11.4,White,good
9.2,0.16,0.49,2.0,0.044,18.0,0.99514,3.1,0.53,10.2,White,bad
6.6,0.895,0.04,2.3,0.068,7.0,0.99582,3.53,0.58,10.8,Red,good
7.7,0.28,0.35,15.3,0.056,31.0,0.9998,3.27,0.5,9.6,White,bad
6.4,0.22,0.34,1.4,0.023,56.0,0.98958,3.18,0.7,11.7,White,good
7.8,0.25,0.37,1.0,0.043,10.0,0.99128,3.08,0.38,11.4,White,bad
14.2,0.27,0.49,1.1,0.037,33.0,0.992,3.15,0.54,11.1,White,good
6.7,0.2,0.42,14.0,0.038,83.0,0.9987,3.16,0.5,9.4,White,good
8.3,0.14,0.26,1.5,0.049,56.0,0.9946,3.21,0.62,9.5,White,good
5.8,0.24,0.28,1.4,0.038,40.0,0.98711,3.1,0.29,13.9,White,good
9.2,0.34,0.27,1.2,0.026,17.0,0.9921,3.08,0.39,10.8,White,bad
9.1,0.64,0.23,3.1,0.095,13.0,0.9998,3.28,0.59,9.7,Red,bad
6.4,0.29,0.18,15.0,0.04,21.0,0.99736,3.14,0.5,9.2,White,bad
8.4,0.2,0.31,2.8,0.054,16.0,0.99416,2.96,0.45,9.5,White,good
6.6,0.3,0.25,8.0,0.036,21.0,0.99362,3.06,0.38,10.8,White,good
7.8,0.3,0.4,1.8,0.028,23.0,0.9914,3.14,0.39,10.9,White,good
6.8,0.31,0.25,10.5,0.043,30.0,0.9972,3.36,0.55,10.55,White,good
7.4,0.2,0.29,1.7,0.047,16.0,0.99243,3.28,0.45,10.6,White,good
7.2,0.38,0.3,1.8,0.073,31.0,0.99685,3.42,0.59,9.5,Red,good
6.8,0.81,0.05,2.0,0.07,6.0,0.99562,3.51,0.66,10.8,Red,good
6.8,0.22,0.41,6.7,0.034,39.0,0.99245,3.18,0.46,11.5,White,good
6.7,0.16,0.28,2.5,0.046,40.0,0.9921,3.38,0.51,11.4,White,good
6.7,0.76,0.02,1.8,0.078,6.0,0.996,3.55,0.63,9.95,Red,bad
8.2,0.31,0.4,2.2,0.058,6.0,0.99536,3.31,0.68,11.2,Red,good
7.3,0.26,0.24,1.7,0.05,10.0,0.99286,3.11,0.43,9.9,White,bad
7.2,0.32,0.47,5.1,0.044,19.0,0.991,3.03,0.41,12.6,White,bad
8.8,0.42,0.21,2.5,0.092,33.0,0.99823,3.19,0.52,9.2,Red,bad
6.8,0.19,0.32,7.6,0.049,37.0,0.99332,3.12,0.44,10.7,White,good
6.0,0.36,0.32,1.1,0.053,26.0,0.99414,3.38,0.54,8.8,White,bad
6.5,0.3,0.39,7.8,0.038,61.0,0.9959,3.19,0.5,9.4,White,bad
7.1,0.22,0.32,16.9,0.056,49.0,0.9998,3.37,0.38,9.6,White,good
6.9,0.35,0.55,11.95,0.038,22.0,0.99687,3.11,0.29,9.7,White,bad
6.3,0.41,0.3,3.2,0.03,49.0,0.9927,3.53,0.79,11.7,White,good
6.7,0.24,0.29,14.9,0.053,55.0,0.99839,3.03,0.52,9.0,White,bad
9.1,0.52,0.33,1.3,0.07,9.0,0.9978,3.24,0.6,9.3,Red,bad
8.0,0.25,0.49,1.2,0.061,27.0,0.9938,3.08,0.34,9.4,White,bad
6.9,0.26,0.27,4.2,0.031,20.0,0.99089,3.12,0.39,11.5,White,good
8.3,0.17,0.31,1.5,0.049,48.0,0.9942,3.12,0.58,9.4,White,good
6.3,0.23,0.21,5.1,0.035,29.0,0.9942,3.36,0.33,10.1,White,good
7.2,0.2,0.31,10.0,0.054,49.0,0.997,3.4,0.42,9.9,White,good
6.0,0.27,0.31,5.0,0.043,54.0,0.9924,3.28,0.52,11.0,White,good
6.0,0.2,0.24,1.8,0.03,30.0,0.9909,3.31,0.47,11.5,White,good
7.4,0.15,0.42,1.7,0.045,49.0,0.992,3.0,0.6,10.4,White,good
7.8,0.46,0.26,1.9,0.088,23.0,0.9981,3.43,0.74,9.2,Red,good
8.3,0.54,0.24,3.4,0.076,16.0,0.9976,3.27,0.61,9.4,Red,bad
8.2,0.29,0.49,1.0,0.044,29.0,0.9928,3.24,0.36,10.9,White,bad
6.4,0.865,0.03,3.2,0.071,27.0,0.995,3.61,0.49,12.7,Red,good
6.3,0.13,0.42,1.1,0.043,63.0,0.99066,3.13,0.72,11.2,White,good
11.4,0.625,0.66,6.2,0.088,6.0,0.9988,3.11,0.99,13.3,Red,good
7.0,0.28,0.28,1.4,0.039,12.0,0.99173,3.18,0.65,11.1,White,bad
7.6,0.39,0.22,2.8,0.036,19.0,0.9926,3.03,0.29,10.2,White,bad
8.9,0.27,0.28,0.8,0.024,29.0,0.98984,3.01,0.35,12.4,White,good
6.7,0.26,0.3,1.8,0.043,25.0,0.9944,3.44,0.61,10.2,White,good
5.6,0.245,0.25,9.7,0.032,12.0,0.994,3.31,0.34,10.5,White,bad
8.0,0.4,0.33,7.7,0.034,27.0,0.9935,3.18,0.41,12.2,White,good
7.0,0.55,0.05,8.0,0.036,19.0,0.99269,3.26,0.46,12.2,White,good
7.0,0.53,0.02,1.0,0.036,39.0,0.993,3.2,0.32,9.0,White,bad
6.3,0.33,0.2,5.8,0.04,24.0,0.99425,3.15,0.63,9.9,White,bad
7.6,0.3,0.42,2.0,0.052,6.0,0.9963,3.44,0.82,11.9,Red,good
8.0,0.55,0.17,8.2,0.04,13.0,0.9956,3.09,0.3,9.5,White,bad
6.3,0.3,0.48,7.4,0.053,34.0,0.99472,3.18,0.53,9.8,White,bad
7.3,0.34,0.22,1.4,0.044,43.0,0.99286,3.14,0.46,9.9,White,bad
6.8,0.18,0.37,1.5,0.027,37.0,0.992,3.3,0.45,10.8,White,good
6.6,0.5,0.01,1.5,0.06,17.0,0.9952,3.4,0.58,9.8,Red,good
5.5,0.16,0.31,1.2,0.026,31.0,0.9898,3.33,0.44,11.65,White,good
7.7,0.32,0.61,11.8,0.041,66.0,0.99794,3.0,0.54,9.3,White,bad
7.5,0.22,0.29,4.8,0.05,33.0,0.994,3.14,0.42,9.9,White,bad
7.9,1.04,0.05,2.2,0.084,13.0,0.9959,3.22,0.55,9.9,Red,good
8.1,0.27,0.33,1.3,0.045,26.0,0.99066,2.98,0.44,12.4,White,good
8.5,0.26,0.21,16.2,0.074,41.0,0.998,3.02,0.5,9.8,White,bad
10.8,0.4,0.41,2.2,0.084,7.0,0.9984,3.08,0.67,9.3,Red,good
6.7,0.26,0.51,8.0,0.062,50.0,0.99545,3.13,0.5,9.6,White,bad
7.3,0.49,0.32,5.2,0.043,18.0,0.9952,3.24,0.45,10.7,White,bad
6.7,0.25,0.34,12.85,0.048,30.0,0.9986,3.44,0.47,9.5,White,good
6.4,0.27,0.29,10.8,0.028,17.0,0.99356,3.18,0.37,11.2,White,good
5.9,0.15,0.31,5.8,0.041,53.0,0.9945,3.52,0.46,10.5,White,good
8.5,0.49,0.11,2.3,0.084,9.0,0.9968,3.17,0.53,9.4,Red,bad
7.5,0.58,0.14,2.2,0.077,27.0,0.9963,3.28,0.59,9.8,Red,bad
7.5,0.38,0.29,4.9,0.021,38.0,0.99026,3.08,0.48,13.0,White,good
7.8,0.42,0.23,8.8,0.054,42.0,0.9971,3.02,0.58,9.2,White,good
6.4,0.24,0.29,11.4,0.051,32.0,0.9968,3.31,0.45,9.5,White,bad
8.4,0.34,0.42,2.1,0.072,23.0,0.99392,3.11,0.78,12.4,Red,good
6.5,0.21,0.4,7.3,0.041,49.0,0.99268,3.21,0.43,11.0,White,good
7.7,0.3,0.32,1.6,0.037,23.0,0.9919,2.93,0.33,11.0,White,good
6.4,0.25,0.33,1.7,0.037,35.0,0.99164,3.23,0.66,10.6,White,good
7.5,0.29,0.26,14.95,0.067,47.0,0.99838,3.04,0.49,9.2,White,bad
7.0,0.2,0.34,2.1,0.049,12.0,0.9922,3.25,0.46,11.6,White,good
6.2,0.46,0.17,1.6,0.073,7.0,0.99425,3.61,0.54,11.4,Red,bad
6.9,0.29,0.32,5.8,0.04,16.0,0.993,3.04,0.58,11.2,White,bad
6.9,0.34,0.3,4.7,0.029,34.0,0.99165,3.36,0.49,12.3,White,good
8.6,0.53,0.22,2.0,0.1,7.0,0.9967,3.2,0.56,10.2,Red,good
7.7,0.18,0.34,2.7,0.066,15.0,0.9947,3.37,0.78,11.8,Red,good
6.6,0.32,0.33,2.5,0.052,40.0,0.99316,3.15,0.6,10.0,White,bad
8.0,0.27,0.57,10.4,0.053,18.0,0.99732,3.12,0.68,9.0,White,bad
6.7,0.21,0.42,9.1,0.049,31.0,0.9953,3.12,0.74,9.9,White,good
6.9,0.18,0.33,1.0,0.054,24.0,0.9926,3.42,0.51,10.5,White,bad
6.6,0.61,0.01,1.9,0.08,8.0,0.99746,3.69,0.73,10.5,Red,bad
6.3,0.17,0.42,2.8,0.028,45.0,0.9908,3.27,0.43,11.8,White,good
6.8,0.21,0.27,18.15,0.042,41.0,1.0001,3.3,0.36,8.7,White,bad
7.0,0.13,0.3,5.0,0.056,31.0,0.9945,3.47,0.42,10.5,White,good
6.5,0.25,0.5,7.6,0.047,54.0,0.99572,3.17,0.45,9.2,White,bad
8.3,0.49,0.36,1.8,0.222,6.0,0.998,3.18,0.6,9.5,Red,good
6.4,0.18,0.28,17.05,0.047,53.0,0.99724,3.25,0.35,10.5,White,good
5.5,0.19,0.27,0.9,0.04,52.0,0.99026,3.5,0.39,11.2,White,bad
6.4,0.28,0.36,1.3,0.053,28.0,0.99211,3.31,0.45,10.8,White,bad
8.7,0.23,0.32,13.4,0.044,35.0,0.99975,3.12,0.47,8.8,White,good
7.9,0.17,0.32,1.6,0.053,47.0,0.9948,3.29,0.76,9.6,White,good
6.4,0.23,0.32,1.9,0.038,40.0,0.99074,3.32,0.53,11.8,White,good
8.0,0.24,0.3,17.45,0.056,43.0,0.9997,3.05,0.5,9.2,White,good
6.6,0.14,0.44,1.6,0.042,47.0,0.993,3.32,0.51,10.2,White,good
6.9,0.22,0.39,6.0,0.035,44.0,0.99123,3.11,0.33,12.5,White,good
8.9,0.21,0.34,7.1,0.037,33.0,0.9962,3.1,0.45,9.7,White,good
8.4,0.34,0.42,2.1,0.072,23.0,0.99392,3.11,0.78,12.4,Red,good
11.3,0.36,0.66,2.4,0.123,3.0,0.99642,3.2,0.53,11.9,Red,good
6.7,0.33,0.36,6.6,0.042,34.0,0.99123,2.97,0.31,12.2,White,good
8.0,0.24,0.3,17.45,0.056,43.0,0.9997,3.05,0.5,9.2,White,good
7.2,0.35,0.34,12.4,0.051,6.0,0.9944,3.13,0.39,11.5,White,good
6.7,0.3,0.44,18.5,0.057,65.0,0.99956,3.11,0.53,9.1,White,bad
6.6,0.19,0.25,1.2,0.052,34.0,0.99352,3.3,0.42,9.4,White,good
8.7,0.24,0.35,0.6,0.042,11.0,0.9926,3.08,0.38,10.6,White,bad
8.0,0.55,0.17,8.2,0.04,13.0,0.9956,3.09,0.3,9.5,White,bad
6.6,0.29,0.31,3.9,0.027,39.0,0.99035,3.24,0.6,12.6,White,good
6.4,0.34,0.2,14.9,0.06,37.0,0.9983,3.13,0.45,9.0,White,bad
8.7,0.69,0.31,3.0,0.086,23.0,1.0002,3.48,0.74,11.6,Red,good
12.2,0.45,0.49,1.4,0.075,3.0,0.9969,3.13,0.63,10.4,Red,bad
12.0,0.39,0.66,3.0,0.093,12.0,0.9996,3.18,0.63,10.8,Red,good
8.1,0.19,0.4,0.9,0.037,73.0,0.9926,3.06,0.34,10.0,White,good
10.7,0.52,0.38,2.6,0.066,29.0,0.99577,3.15,0.79,12.1,Red,good
9.3,0.48,0.29,2.1,0.127,6.0,0.9968,3.22,0.72,11.2,Red,bad
8.2,0.57,0.26,2.2,0.06,28.0,0.9959,3.3,0.43,10.1,Red,bad
6.2,0.32,0.32,2.2,0.036,15.0,0.9899,3.16,0.48,12.7,White,good
6.2,0.25,0.54,7.0,0.046,58.0,0.99454,3.19,0.7,10.4,White,bad
7.9,0.44,0.37,5.85,0.033,27.0,0.992,3.16,0.54,12.6,White,good
12.4,0.4,0.51,2.0,0.059,6.0,0.9994,3.04,0.6,9.3,Red,good
7.2,0.37,0.4,11.6,0.032,34.0,0.9963,3.1,0.51,9.8,White,good
7.1,0.84,0.02,4.4,0.096,5.0,0.997,3.41,0.57,11.0,Red,bad
6.9,0.685,0.0,2.5,0.105,22.0,0.9966,3.46,0.57,10.6,Red,good
9.2,0.15,0.68,1.6,0.046,22.0,0.9948,3.02,0.45,10.4,White,good
8.0,0.45,0.36,8.8,0.026,50.0,0.9927,3.07,0.25,12.7,White,good
5.1,0.52,0.06,2.7,0.052,30.0,0.9932,3.32,0.43,9.3,White,bad
6.8,0.27,0.35,7.8,0.048,76.0,0.9959,3.24,0.43,9.5,White,good
6.0,0.22,0.28,1.1,0.034,47.0,0.98862,3.22,0.38,12.6,White,good
5.8,0.68,0.02,1.8,0.087,21.0,0.9944,3.54,0.52,10.0,Red,bad
8.1,0.24,0.32,10.5,0.03,34.0,0.99407,3.11,0.42,11.8,White,good
6.9,0.28,0.31,7.2,0.04,47.0,0.9946,3.29,0.57,10.6,White,good
6.2,0.28,0.28,4.3,0.026,22.0,0.989,2.98,0.64,13.1,White,good
9.9,0.44,0.46,2.2,0.091,10.0,0.99638,3.18,0.69,11.9,Red,good
10.4,0.55,0.23,2.7,0.091,18.0,0.9994,3.22,0.64,10.3,Red,good
5.9,0.25,0.27,1.5,0.029,37.0,0.9892,3.2,0.46,12.2,White,good
6.8,0.33,0.44,7.0,0.05,29.0,0.9955,3.14,0.42,9.5,White,bad
6.5,0.18,0.31,1.7,0.044,30.0,0.9928,3.49,0.5,10.2,White,good
6.9,0.22,0.32,5.8,0.041,20.0,0.99296,3.17,0.55,11.2,White,good
6.7,0.28,0.28,2.4,0.012,36.0,0.99064,3.26,0.39,11.7,White,good
6.3,0.23,0.49,7.1,0.05,67.0,0.9951,3.23,0.34,9.5,White,bad
6.8,0.28,0.35,2.3,0.042,16.0,0.9906,3.19,0.56,12.4,White,good
6.9,0.57,0.0,2.8,0.081,21.0,0.99518,3.41,0.52,10.8,Red,bad
6.0,0.32,0.12,5.9,0.041,34.0,0.9944,3.16,0.72,10.0,White,bad
5.9,0.29,0.28,3.2,0.035,16.0,0.98959,3.26,0.42,12.6,White,good
6.0,0.17,0.29,5.0,0.028,25.0,0.99076,3.14,0.34,12.3,White,good
7.3,0.2,0.29,19.5,0.039,69.0,1.00037,3.1,0.48,9.2,White,good
6.6,0.17,0.38,1.5,0.032,28.0,0.9914,3.25,0.55,11.4,White,good
6.4,0.26,0.43,12.6,0.033,64.0,0.9974,3.08,0.38,8.9,White,bad
5.9,0.32,0.26,1.5,0.057,17.0,0.9917,3.24,0.36,10.7,White,bad
8.8,0.7,0.0,1.7,0.069,8.0,0.99701,3.31,0.53,10.0,Red,good
7.4,0.28,0.4,11.9,0.032,13.0,0.99629,3.01,0.46,10.8,White,bad
7.2,0.21,0.37,1.6,0.049,23.0,0.9924,3.16,0.48,10.9,White,good
7.6,0.31,0.26,1.7,0.073,40.0,0.9938,3.1,0.46,9.8,White,bad
8.3,0.845,0.01,2.2,0.07,5.0,0.9967,3.32,0.58,11.0,Red,bad
7.5,0.21,0.34,1.2,0.06,26.0,0.9931,3.51,0.47,10.7,White,good
7.6,0.31,0.49,13.4,0.062,50.0,0.9989,3.22,0.53,9.0,White,bad
5.9,0.25,0.19,12.4,0.047,50.0,0.9973,3.35,0.38,9.5,White,bad
7.2,0.46,0.65,10.4,0.05,76.0,0.9976,3.16,0.42,8.7,White,bad
7.4,0.785,0.19,5.2,0.094,19.0,0.99713,3.16,0.52,9.6,Red,good
5.6,0.18,0.3,10.2,0.028,28.0,0.9954,3.49,0.42,10.8,White,good
6.7,0.18,0.28,10.2,0.039,29.0,0.99469,3.11,0.45,10.9,White,good
7.4,0.24,0.4,4.3,0.032,9.0,0.992,3.09,0.39,11.1,White,good
6.1,0.32,0.24,1.5,0.036,38.0,0.9898,3.29,0.42,12.4,White,good
6.2,0.44,0.39,2.5,0.077,6.0,0.99555,3.51,0.69,11.0,Red,good
7.4,0.55,0.22,2.2,0.106,12.0,0.9959,3.05,0.63,9.2,Red,bad
9.8,0.34,0.39,1.4,0.066,3.0,0.9947,3.19,0.55,11.4,Red,good
8.0,0.2,0.36,1.2,0.032,21.0,0.9921,3.08,0.37,10.4,White,good
6.6,0.21,0.38,2.2,0.026,40.0,0.9914,3.25,0.4,11.1,White,good
5.6,0.19,0.39,1.1,0.043,17.0,0.9918,3.23,0.53,10.3,White,good
8.9,0.5,0.21,2.2,0.088,21.0,0.99692,3.33,0.83,11.1,Red,good
10.6,0.31,0.49,2.2,0.063,18.0,0.9976,3.14,0.51,9.8,Red,good
8.4,0.3,0.25,17.75,0.047,25.0,1.00016,2.98,0.66,9.1,White,bad
5.5,0.16,0.22,4.5,0.03,30.0,0.9938,3.24,0.36,9.4,White,good
7.1,0.56,0.14,1.6,0.078,7.0,0.99592,3.27,0.62,9.3,Red,bad
6.1,0.17,0.21,1.9,0.09,44.0,0.99255,3.07,0.41,9.7,White,bad
7.2,0.19,0.31,6.3,0.034,17.0,0.99305,3.15,0.52,11.4,White,good
9.1,0.27,0.45,10.6,0.035,28.0,0.997,3.2,0.46,10.4,White,good
8.7,0.84,0.0,1.4,0.065,24.0,0.9954,3.27,0.55,9.7,Red,bad
6.2,0.22,0.27,1.5,0.064,20.0,0.9938,3.22,0.46,9.2,White,good
7.1,0.28,0.44,1.8,0.032,32.0,0.9907,3.25,0.48,12.2,White,good
6.3,0.3,0.2,3.7,0.039,34.0,0.99158,3.0,0.38,10.7,White,bad
6.0,0.34,0.29,6.1,0.046,29.0,0.99462,3.48,0.57,10.7,White,good
7.4,0.28,0.36,14.6,0.048,35.0,0.9968,3.14,0.56,10.6,White,bad
6.0,0.39,0.13,1.2,0.042,60.0,0.99114,3.06,0.52,10.6,White,bad
11.2,0.4,0.5,2.0,0.099,19.0,0.99783,3.1,0.58,10.4,Red,bad
7.1,0.18,0.39,15.25,0.047,45.0,0.99946,3.34,0.77,9.1,White,good
6.0,0.21,0.24,12.1,0.05,55.0,0.997,3.34,0.39,9.4,White,bad
7.2,0.31,0.35,7.2,0.046,45.0,0.9955,3.14,0.53,9.7,White,bad
6.8,0.25,0.27,10.7,0.076,47.0,0.9967,3.05,0.38,9.0,White,bad
7.3,0.27,0.3,1.3,0.04,26.0,0.99222,3.28,0.53,10.7,White,good
